name,brand,price
Apple ,IPhone 7 256GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Black),"₦ 114,650 "
Apple ,IPhone 6S 32GB 4.7 Inch IOS Smartphone (Refurbished) - Black,"₦ 73,800 "
Apple ,IPhone 6S Plus Mobile Phone 16GB 5.5 Inch IOS 9.0 Smartphone(Gold),"₦ 94,900 "
Apple ,IPhone 4 16GB 5MP Refurbished Memory 99% New,"₦ 45,999 "
Apple ,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Black,"₦ 125,500 "
Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Grey","₦ 367,000 "
Apple ,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Black,"₦ 125,500 "
Apple ,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Gold,"₦ 125,500 "
Apple ,"Refurbished IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 12 12MP + 7MP 99%New Smartphone - Black","₦ 89,900 "
Apple ,"IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Silver","₦ 54,500 "
Apple ,"IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Black","₦ 54,800 "
Apple ,"Refurbished IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 12 12MP + 7MP 99%New Smartphone - Gold","₦ 89,900 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 128GB - Silver,"₦ 94,100 "
Apple ,"IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Black","₦ 54,500 "
Apple ,IPhone 5S 32GB Black 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),"₦ 29,000 "
Apple ,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Silver,"₦ 125,500 "
Apple ,"Refurbished IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 12 12MP + 7MP 99%New Smartphone - Black","₦ 89,900 "
Apple ,IPhone SE Refurbished Smartphone 4inch 2+16GB (Gift)- Gray,"₦ 39,800 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Black,"₦ 118,800 "
Apple ,Apple IPhone 6S Refurbished Smartphone 128GB With Finger Sensor - Gray,"₦ 69,512 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Gold,"₦ 90,700 "
Apple ,IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Silver,"₦ 47,336 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Red,"₦ 132,300 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Black,"₦ 132,300 "
Apple ,Iphone 5 Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),"₦ 19,200 "
Apple ,IPhone 5S 16GB Black 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),"₦ 26,800 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Black,"₦ 90,700 "
Apple ,IPhone 5S 32GB Gold 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),"₦ 29,000 "
Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Silver","₦ 367,000 "
Apple ,Iphone 5 White 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),"₦ 19,200 "
Apple ,"IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold","₦ 54,500 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 128GB - Silver,"₦ 95,100 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 128GB - Rose Gold,"₦ 95,100 "
Apple ,Iphone 5 White 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),"₦ 18,900 "
Apple ,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone -Yellow,"₦ 28,700 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Silver,"₦ 132,300 "
Apple ,IPhone 5S 16GB Gold 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),"₦ 26,800 "
Apple ,"IPhone X 5.8-Inches Super AMOLED (3GB RAM, 256GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Silver","₦ 363,000 "
Apple ,IPhone 5S 16GB - Gold- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished),"₦ 67,700 "
Apple ,IPhone 6S Plus Refurbished Smartphone 128GB (Gift)-Gold,"₦ 88,300 "
Apple ,IPhone 5S 32GB Silver 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),"₦ 29,000 "
Apple ,IPhone 5S 16GB Silver 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),"₦ 25,999 "
Apple ,IPhone 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Silver,"₦ 41,500 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 128GB - Gold,"₦ 95,100 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Pink,"₦ 132,300 "
Apple ,IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Gold,"₦ 47,336 "
Apple ,IPhone 6 - 128GB+1GB -8 MP- 4.7 Inch+4G Network  Refurbished Smart Phones-silver,"₦ 58,500 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Silver,"₦ 90,700 "
Apple ,IPhone 4s White 16gb Smart Phone -Mobile Phone 3.5-inch Screen (Gift：accessories)(Refurbished),"₦ 12,800 "
Apple ,Iphone 5 Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),"₦ 18,900 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Gold,"₦ 118,800 "
Apple ,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone -Green,"₦ 28,700 "
Apple ,Iphone 5 White 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),"₦ 18,900 "
Apple ,IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Rose Gold,"₦ 90,700 "
Apple ,IPhone 4s Black 16gb Smart Phone Mobile Phone 3.5-inch Screen (Gift：accessories) (Refurbiished),"₦ 13,500 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Gold,"₦ 132,300 "
Apple ,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone -White,"₦ 28,700 "
Apple ,Iphone 5 White 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories) (Refurbiished),"₦ 22,200 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Silver,"₦ 118,800 "
Apple ,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone - Blue,"₦ 28,700 "
Apple ,IPhone 5S 16GB Gold  4G LTE Fingerprint Unlock  4-inch Screen (Gift：accessories),"₦ 27,900 "
Apple ,Apple IPhone 6 16GB - Grey With Fingerprint (Refurbished) 4G LTE Smartphone (Gift)-Silver,"₦ 42,900 "
Apple ,IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Red,"₦ 118,800 "
Apple ,IPhone 5S 16GB+1GB- Silver- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished),"₦ 27,700 "
Apple ,Apple Refurbished IPhone 5C 8GB Green 4G LTE 4-inch Screen (Gift：accessories) Smart Phone-Yellow,"₦ 22,500 "
Apple ,IPhone 5 - 16GB ROM +1GB RAM -8 MP- 4 Inch -  Apple Smartphones--black,"₦ 21,900 "
Apple ,IPhone 4s 3.5Inch -16GB ROM+512MB RAM-8MP-Black(Gift：accessories)(Refurbished),"₦ 12,000 "
Apple ,Iphone 5 Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories) (Refurbiished),"₦ 22,200 "
Apple ,Apple Refurbished IPhone 5C 8GB Green 4G LTE 4-inch Screen (Gift：accessories) Smart Phone-Pink,"₦ 22,500 "
Apple ,IPhone 6 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) –black,"₦ 51,800 "
Apple ,Apple Refurbished IPhone 5C 8GB Green 4G LTE 4-inch Screen (Gift：accessories) Smart Phone-Green,"₦ 22,500 "
Apple ,IPhone 4s White 8gb Smart Phone Mobile Phone 3.5-inch Screen (Gift：accessories) (Refurbiished),"₦ 13,200 "
Apple ,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone -Pink,"₦ 28,700 "
Apple ,Apple Refurbished IPhone 5C 8GB Green 4G LTE 4-inch Screen (Gift：accessories) Smart Phone-White,"₦ 22,500 "
Apple ,IPhone 5S - 16GB+1GB -8 MP- 4 Inch -Fingerprint Unlock  Refurbished Smart Phone-Black,"₦ 26,800 "
Apple ,Apple IPhone 6 16GB With Fingerprint (Refurbished) 4G LTE Smartphone (Gift)-Gold,"₦ 42,900 "
Apple ,IPhone 6 - 128GB+1GB -8 MP- 4.7 Inch+4G Network  Refurbished Smart Phones,"₦ 58,500 "
Apple ,IPhone 4s White 16gb Smart Phone Mobile Phone 3.5-inch Screen (Gift：accessories) (Refurbiished),"₦ 13,690 "
Apple ,Apple Refurbished IPhone 5C 8GB Green 4G LTE 4-inch Screen (Gift：accessories) Smart Phone-Blue,"₦ 22,500 "
Apple ,IPhone 4s White 16gb Smart Phone -Mobile Phone 3.5-inch Screen (Gift：accessories)(Refurbished),"₦ 12,798 "
Apple ,IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Grey,"₦ 87,350 "
Apple ,"IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Silver","₦ 280,100 "
Apple ,IPhone 5C 32GB White 4G LTE  4-inch Screen (Gift：accessories) Smart Phone,"₦ 29,000 "
Apple ,IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Silver,"₦ 87,400 "
Apple ,Refurblished IPhone 6s Plus A1687 / A1634 128GB ROM 2GB RAM - ROSE GOLD,"₦ 104,318 "
Apple ,"IPhone 6 Plus 64GB - Silver (Refurbished) 5.5""","₦ 137,437 "
Apple ,IPhone 8 Mobile Phone - 64GB - 4.7 Inch IOS 11.0 - 12MP Camera - Smartphone - Gray,"₦ 163,900 "
Apple ,"NEW IPhone 7 Plus 256GB Red 5.5"" Screen GSM IOS","₦ 285,000 "
Apple ,IPhone 5C 8GB Pink 4G -  4-inch Screen (Gift：accessories) Smart Phone(Refurbished）,"₦ 24,500 "
Apple ,IPhone 5C 16GB Pink 4G - 4-inch Screen (Gift：accessories) Smart Phone(Refurbished),"₦ 26,000 "
Apple ,IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Yellow,"₦ 36,880 "
Apple ,IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Gold,"₦ 64,900 "
Apple ,IPhone 6 128GB Mobile Phone - 4.7 Inch IOS 8.0 - Apple Smartphone - Gold,"₦ 77,000 "
Apple ,IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Gold,"₦ 80,400 "
Apple ,"Iphone 6S Plus 32GB 5.5"" Screen Inch IOS Smartphone (Refurbished) - Black","₦ 91,850 "
Apple ,"IPhone 7 4.7 Inch 32GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Silver","₦ 92,999 "
Apple ,IPhone 6 128GB 4.7 Inch IOS Smartphone (Refurbished) - Silvery,"₦ 57,990 "
Apple ,IPhone 7 128GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone (Red),"₦ 106,750 "
Apple ,IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Gold,"₦ 139,000 "
Apple ,Refurbished Apple IPhone 6S 32GB 12MP+5MP With FaceTime - Black,"₦ 210,000 "
Apple ,"IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gray","₦ 207,000 "
Apple ,IPhone 8 2GB 256GB,"₦ 270,000 "
Apple ,"IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Red","₦ 320,000 "
Apple ,IPhone 5S 32GB+1GB- Gold- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished),"₦ 34,500 "
Apple ,IPhone 6 16GB Silver 4G LTE Fingerprint Unlock 4.7-inch Screen (Gift：accessories) Smart Phone,"₦ 59,000 "
Apple ,IPhone 6 4.7'' Fingerprint 1GB 32GB ROM IOS Smartphone,"₦ 60,000 "
Apple ,IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Grey,"₦ 87,400 "
Apple ,IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Silver),"₦ 58,590 "
Apple ,IPhone 6 Plus 64GB Grey 4G LTE Fingerprint Unlock  5.5-inch Screen (Gift：accessories),"₦ 94,500 "
Apple ,IPhone 6 Plus - 128GB - 5.5 Inch IOS 8.0 - With Finger Sensor 4G LTE - Apple Smartphone Gold,"₦ 100,500 "
Apple ,Refurbished IPhone 6 Plus A1522 / A1524 128GB ROM With Finger Sensor - GRAY,"₦ 125,957 "
Apple ,IPhone 7-4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Rose Gold,"₦ 152,900 "
Apple ,IPhone SE 16GB Pink 4G - Fingerprint Unlock  4-inch Screen (Gift：accessories)(Refurbished),"₦ 51,000 "
Apple ,IPhone 6S 4.7 Inch 2GB + 16GB 12MP + 5MP 3D Touch 4G LTE Smartphone ( Free Gift) – Gold,"₦ 59,800 "
Apple ,"IPhone 6 Plus 64GB - Black (Refurbished) 5.5""","₦ 137,437 "
Apple ,IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Gold,"₦ 152,900 "
Apple ,"IPhone 8 256GB 4.7"" Screen Inch IOS Smartphone (Refurbished) - Red","₦ 164,800 "
Apple ,IPhone 8 Plus 256GB 5.5 Inch IOS Smartphone (Refurbished) - Red,"₦ 213,000 "
Apple ,IPhone 5S 16GB - Gold- 4G - 4 Inch- 8 MP- Fingerprint Unlock(Gift：accessories)(Refurbished),"₦ 27,700 "
Apple ,IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Gold),"₦ 58,590 "
Apple ,Iphone 6S Plus 128GB 5.5 Inch IOS Smartphone (Refurbished) - Gold,"₦ 107,880 "
Apple ,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Gold,"₦ 119,700 "
Apple ,IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Black,"₦ 173,900 "
Apple ,IPhone 5 16GB+1GB 4''  Inch Mobile Phone 8MP,"₦ 20,400 "
Apple ,IPhone 5S 32GB Silver 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories),"₦ 28,500 "
Apple ,IPhone SE 64GB Grey 4G - Fingerprint Unlock  4-inch Screen (Gift：accessories)(Refurbished),"₦ 55,500 "
Apple ,IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Grey,"₦ 56,000 "
Apple ,IPhone 6 Plus 64GB Silver 4G LTE Fingerprint Unlock  5.5-inch Screen (Gift：accessories),"₦ 94,500 "
Apple ,Iphone 5 Black 32gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),"₦ 25,800 "
Apple ,IPhone 6 4.7 Inch 1GB+16GB ROM Fingerprint 8MP+1.2MP(Refurbished)-Silver,"₦ 44,450 "
Apple ,IPhone 5SE-64G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Rose Gold,"₦ 78,890 "
Apple ,IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Gold,"₦ 159,100 "
Apple ,IPhone SE 32GB Gold 4G LTE Fingerprint Unlock  4-inch Screen (Gift：accessories),"₦ 54,000 "
Apple ,IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Rose Gold,"₦ 87,400 "
Apple ,IPhone 6S Plus Mobile Phone - 64GB - 5.5 Inch IOS 9.0 - 12MP - Smartphone - Gold,"₦ 102,800 "
Apple ,IPhone 7-4.7 Inch Smartphone  2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Jet Black,"₦ 127,900 "
Apple ,IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Gold,"₦ 139,000 "
Apple ,IPhone 6s Refurbished 4.7 Inch Smartphone 64GB - Black,"₦ 62,760 "
Apple ,"IPhone 6S 64GB 4.7"" Inch IOS Smartphone (Refurbished) - Gold","₦ 76,650 "
Apple ,Apple Brand IPhone 6S 128GB 4.7 Inch IOS 9.0 Apple A9+M9 Dual Core 64bit Up To 1.8GHz Smartphone(Grey),"₦ 84,640 "
Apple ,IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Black,"₦ 41,990 "
Apple ,IPhone 7 Plus Mobile Phone - 128GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Silver,"₦ 166,000 "
Apple ,IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,"₦ 56,000 "
Apple ,IPhone SE 64GB Gold 4G LTE Fingerprint Unlock  4-inch Screen (Gift：accessories),"₦ 56,000 "
Apple ,IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-white,"₦ 99,920 "
Apple ,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Grey,"₦ 119,700 "
Apple ,IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Silver,"₦ 209,900 "
Apple ,"IPhone XR (3GB RAM, 64GB ROM) IOS 12 (12MP+7MP) - Blue - (nano-SIM) Single","₦ 370,000 "
Apple ,IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Gold,"₦ 64,900 "
Apple ,Iphone 6S 32GB 4.7 Inch IOS Smartphone (Refurbished) - Pink,"₦ 72,800 "
Apple ,IPhone 6 Plus 16GB 5.5 Inch 8MP IOS 8.0 Camera Smartphone(Silver),"₦ 99,000 "
Apple ,IPhone 5SE-16G+1G - 4.0 Inch Screen-12MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,"₦ 56,000 "
Apple ,IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Grey),"₦ 58,590 "
Apple ,IPhone 5C-32G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Green,"₦ 65,920 "
Apple ,Refurbished IPhone 6 4.7 Inch 128GB ROM With Finger Sensor US PLUG,"₦ 107,020 "
Apple ,IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Gold,"₦ 152,900 "
Apple ,IPhone 6 Plus 5.5'' 128GB IOS 4G Smartphone With Fingerprint (Refurbished）- Gold,"₦ 250,000 "
Apple ,"IPhone 7 4.7 Inch 32GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Rose Gold","₦ 92,999 "
Apple ,IPhone 7 Mobile Phone - 32GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Black,"₦ 98,850 "
Apple ,IPhone 6 Plus - 128GB - 5.5 Inch IOS 8.0 - With Finger Sensor 4G LTE - Apple Smartphone - Silver,"₦ 100,500 "
Apple ,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Rose Gold,"₦ 129,700 "
Apple ,IPhone 6 128GB Mobile Phone - 4.7 Inch IOS 8.0 - Apple Smartphone - Gold,"₦ 77,000 "
Apple ,Refurbished IPhone SE A1662 / A1723 With Finger Sensor 16GB ROM-GOLDEN,"₦ 84,340 "
Apple ,"IPhone 6 Plus 16GB -Golden (Refurbished) 5.5""","₦ 112,750 "
Apple ,IPhone 6 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Silver,"₦ 56,800 "
Apple ,IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Silver,"₦ 64,900 "
Apple ,"IPhone SE 32GB 4.0"" - Rose With Fingerprint(Refurbished)","₦ 90,533 "
Apple ,Refurblished IPhone 7 A1660 / A1778 32GB ROM With Finger Sensor-GOLDEN,"₦ 102,898 "
Apple ,IPhone 7 Plus 5.5'' Inch (32GB+3GB) 12MP+7MP With Fingerprint Smartphone(Refurbished)-Matte Black,"₦ 125,900 "
Apple ,IPhone 7 Mobile Phone - 256GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Silver,"₦ 126,800 "
Apple ,IPhone X 64GB - Space Grey,"₦ 425,000 "
Apple ,IPhone 5 - 16G+1G - 4.0 Inch Screen - 8MP Pixel Smart Phone,"₦ 20,400 "
Apple ,IPhone 5S - 16GB+1GB -8 MP- 4 Inch -iOS Smart Phone,"₦ 29,000 "
Apple ,IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,"₦ 36,000 "
Apple ,IPhone 5S-32G+1G - 4.0 Inch Screen-8MP Pixel(Refurbished)4G LTE ( Gift ) Smart Phone-Pink,"₦ 48,700 "
Apple ,IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Blue,"₦ 56,000 "
Apple ,IPhone 6 16GB Gold 4G LTE Fingerprint Unlock 4.7-inch Screen (Gift：accessories) Smart Phone,"₦ 59,000 "
Apple ,IPhone 6 64GB (Refurbished) - Golden 4.7 Inch Sreen,"₦ 107,600 "
Apple ,IPhone 7 Plus Refurbished Smartphone 32GB - Black,"₦ 117,525 "
Apple ,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Grey,"₦ 129,700 "
Apple ,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Gold,"₦ 129,700 "
